"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HMGA1",9.69724227887019e-06,0.466189568981867,0.406,0.119,0.132987980612426,"7","HMGA1"
"SNRNP27",1.00621159842576e-05,0.323334135201533,0.25,0.056,0.137991858608109,"7","SNRNP27"
"ATF3",1.01551248478681e-05,0.434286331019319,0.25,0.057,0.139267382163664,"7","ATF3"
"DCXR",1.0493095472819e-05,0.429813660960382,0.531,0.173,0.143902311314239,"7","DCXR"
"SYNGR21",1.06594438885089e-05,0.414306255265001,0.438,0.132,0.146183613487011,"7","SYNGR2"
"MPEG12",1.06622257714321e-05,0.351764803780232,0.375,0.106,0.14622176422942,"7","MPEG1"
"TMEM2191",1.08171258083002e-05,0.280523209318259,0.75,0.27,0.148346063335029,"7","TMEM219"
"MOB1A1",1.10022203457111e-05,0.479843979907182,0.562,0.192,0.150884449821082,"7","MOB1A"
"TMEM109",1.11313814666233e-05,0.478875952587369,0.406,0.121,0.152655765433272,"7","TMEM109"
"DR1",1.12636370810509e-05,0.341790598407686,0.406,0.116,0.154469518929532,"7","DR1"
"ICT1",1.12786961759893e-05,0.356681157599906,0.281,0.068,0.154676039357518,"7","ICT1"
"C19orf101",1.17006694477755e-05,0.526607886840432,0.594,0.214,0.160462980806794,"7","C19orf10"
"SNAP291",1.20548956047534e-05,0.43743412639998,0.312,0.082,0.165320838323588,"7","SNAP29"
"EIF3L",1.2098572705814e-05,0.79822589152394,0.969,0.543,0.165919826087533,"7","EIF3L"
"VPS291",1.2444106028777e-05,0.449589399326227,0.562,0.193,0.170658470078648,"7","VPS29"
"JOSD2",1.24988277109554e-05,0.338298315902306,0.344,0.092,0.171408923228042,"7","JOSD2"
"CLNS1A",1.33533621493543e-05,0.413679056541025,0.594,0.211,0.183128008516244,"7","CLNS1A"
"PDCD7",1.38591123906718e-05,0.321164132125659,0.312,0.08,0.190063867325674,"7","PDCD7"
"HAUS4",1.4465468825114e-05,0.253400990867284,0.281,0.068,0.198379439467613,"7","HAUS4"
"AURKAIP11",1.48642766977746e-05,0.585162793288099,0.719,0.283,0.203848690633281,"7","AURKAIP1"
"ELMO1",1.49254230123593e-05,0.263814219990176,0.281,0.068,0.204687251191496,"7","ELMO1"
"BAG11",1.51317776981041e-05,0.43167485706336,0.531,0.173,0.207517199351799,"7","BAG1"
"S100A112",1.54957414490985e-05,0.38147806931018,1,0.521,0.212508598232937,"7","S100A11"
"IRF71",1.59345176972465e-05,1.23347004667937,0.469,0.161,0.218525975700038,"7","IRF7"
"MCRS1",1.60116916952063e-05,0.345830701492222,0.312,0.081,0.219584339908059,"7","MCRS1"
"GNG52",1.7234115366072e-05,0.886762683370774,0.688,0.289,0.236348658130311,"7","GNG5"
"CFL12",1.79179364602053e-05,0.517507725878942,1,0.915,0.245726580615256,"7","CFL1"
"RNF1812",1.8315103549283e-05,0.290410904691224,0.625,0.213,0.251173330074867,"7","RNF181"
"GTF3C6",1.86269056737303e-05,0.332100059175619,0.469,0.145,0.255449384409537,"7","GTF3C6"
"SEC61B1",1.89041170566865e-05,0.6536070618878,0.781,0.314,0.259251061315398,"7","SEC61B"
"POLR2A",1.92599933080936e-05,0.36003649581099,0.281,0.07,0.264131548227196,"7","POLR2A"
"SAMD9L",1.93359037609854e-05,0.284110247766785,0.344,0.095,0.265172584178154,"7","SAMD9L"
"ATP5C11",1.94175810946342e-05,1.08975419755098,0.75,0.305,0.266292707131814,"7","ATP5C1"
"TM9SF2",2.04021560180965e-05,0.253828934314261,0.281,0.069,0.279795167632175,"7","TM9SF2"
"INPP5D",2.04767001025604e-05,0.409665235130203,0.312,0.083,0.280817465206514,"7","INPP5D"
"MTCH1",2.08366658747703e-05,0.47506298614078,0.438,0.139,0.285754035806599,"7","MTCH1"
"NDUFAB1",2.09840428305171e-05,0.556902980632856,0.562,0.2,0.287775163377711,"7","NDUFAB1"
"ESD",2.15250951096336e-05,0.332504474556703,0.344,0.095,0.295195154333515,"7","ESD"
"AOAH2",2.23523182675055e-05,0.390522645666747,0.406,0.123,0.306539692720571,"7","AOAH"
"GNB22",2.25893395062408e-05,0.472815293439131,0.688,0.262,0.309790201988586,"7","GNB2"
"ARHGAP27",2.41107643232971e-05,0.283236039733364,0.25,0.058,0.330655021929696,"7","ARHGAP27"
"EIF2B1",2.52805130708109e-05,0.313803582165504,0.312,0.084,0.346696956253101,"7","EIF2B1"
"PLD3",2.56025825280176e-05,0.316000964510661,0.312,0.084,0.351113816789234,"7","PLD3"
"URM1",2.68911443609368e-05,0.388073949844223,0.406,0.124,0.368785153765887,"7","URM1"
"MTHFD2",2.74018238682038e-05,0.452833998918352,0.281,0.073,0.375788612528546,"7","MTHFD2"
"SKAP2",2.89680933441281e-05,0.319425799913389,0.25,0.06,0.397268432121372,"7","SKAP2"
"GDI21",2.91959415348653e-05,1.3888416727556,0.656,0.3,0.400393142209142,"7","GDI2"
"MRPL232",2.94966505927138e-05,0.372040752167489,0.75,0.284,0.404517066228477,"7","MRPL23"
"MRPL15",3.19237397476797e-05,0.340543393536193,0.281,0.073,0.437802166899679,"7","MRPL15"
"NDUFS62",3.1961589239388e-05,0.486748197782378,0.625,0.226,0.438321234828967,"7","NDUFS6"
"MCMBP",3.25502900652968e-05,0.306826208493656,0.25,0.06,0.446394677955481,"7","MCMBP"
"CAPN21",3.29568551371313e-05,0.293431209648423,0.625,0.217,0.451970311350618,"7","CAPN2"
"SNX33",3.61991294551782e-05,0.603427851703159,0.938,0.461,0.496434861348314,"7","SNX3"
"PRCP",3.69256348966756e-05,0.340445031503634,0.281,0.073,0.506398156973009,"7","PRCP"
"SSR32",3.71202544128448e-05,0.269783477176201,0.531,0.177,0.509067169017754,"7","SSR3"
"COMMD3",3.71249418695107e-05,1.3910191237412,0.406,0.124,0.50913145279847,"7","COMMD3"
"IFI44L",3.75581683530562e-05,0.364468480921208,0.688,0.262,0.515072720793813,"7","IFI44L"
"CALM22",3.79285121633739e-05,0.621992973106738,0.906,0.536,0.520151615808509,"7","CALM2"
"PHB",3.83852760056297e-05,0.401412635475656,0.594,0.21,0.526415675141206,"7","PHB"
"VAMP81",3.84032103376034e-05,0.540842878650646,0.938,0.503,0.526661626569893,"7","VAMP8"
"LRRC252",3.94870932008878e-05,0.35413700491339,0.344,0.1,0.541525996156975,"7","LRRC25"
"PTRHD1",3.99652176389053e-05,0.381697883145883,0.406,0.127,0.548082994699947,"7","PTRHD1"
"SDHD",4.01474519371959e-05,0.516789646139237,0.531,0.191,0.550582155866704,"7","SDHD"
"RPS6KA1",4.10354841677605e-05,0.28368031047746,0.312,0.085,0.562760629876668,"7","RPS6KA1"
"ID23",4.15672221111971e-05,0.737589725786936,0.781,0.383,0.570052884032957,"7","ID2"
"UQCR102",4.21585646870865e-05,0.337019535821476,0.875,0.343,0.578162556118704,"7","UQCR10"
"FAM192A",4.43384549290467e-05,0.284137126894686,0.312,0.086,0.608057570896946,"7","FAM192A"
"NDUFS4",4.47333557436767e-05,0.520414766523845,0.406,0.13,0.613473240668783,"7","NDUFS4"
"ATP5G1",4.66375030570422e-05,0.471251862004177,0.562,0.203,0.639586716924277,"7","ATP5G1"
"GRINA1",4.68848120973448e-05,0.297883493410015,0.344,0.099,0.642978313102986,"7","GRINA"
"FLYWCH2",4.71044269099011e-05,0.353337744282025,0.281,0.074,0.645990110642384,"7","FLYWCH2"
"C1QBP",4.72740285908972e-05,0.469909109311799,0.844,0.367,0.648316028095565,"7","C1QBP"
"NDUFS82",4.79612639639038e-05,0.280895509510148,0.656,0.234,0.657740774000976,"7","NDUFS8"
"FAM49B2",4.91059323228569e-05,0.506298120178138,0.688,0.298,0.67343875587566,"7","FAM49B"
"BST23",5.31336821422852e-05,0.521463713950442,0.906,0.444,0.728675316899299,"7","BST2"
"EIF4A3",5.32939227307534e-05,0.493672983779695,0.375,0.117,0.730872856329553,"7","EIF4A3"
"PFDN2",5.35599594680664e-05,0.684146992681634,0.531,0.191,0.734521284145063,"7","PFDN2"
"SH3BGRL34",5.58224413749494e-05,0.454826053436491,1,0.857,0.765548961016056,"7","SH3BGRL3"
"TPRKB",6.03236356415879e-05,0.254996205042248,0.25,0.062,0.827278339188736,"7","TPRKB"
"TPGS1",6.15526947906605e-05,0.403472546093585,0.375,0.118,0.844133656359118,"7","TPGS1"
"TPMT",6.18881784503925e-05,0.29148133661629,0.25,0.063,0.848734479268682,"7","TPMT"
"PSMB5",6.39857222107364e-05,0.34606766116398,0.344,0.102,0.877500194398039,"7","PSMB5"
"ALKBH71",6.43620770721742e-05,0.368918123663692,0.625,0.232,0.882661524967797,"7","ALKBH7"
"NAA10",6.45313634933013e-05,0.332395148841037,0.5,0.17,0.884983118947134,"7","NAA10"
"HEXB",6.64460689638785e-05,0.377376423849327,0.344,0.104,0.911241389770629,"7","HEXB"
"PRPF40A",6.75893215426672e-05,0.291442439649191,0.406,0.127,0.926919955636138,"7","PRPF40A"
"MIR24-21",6.76188584990455e-05,0.583847126199667,0.344,0.108,0.92732502545591,"7","MIR24-2"
"SNRPE",6.83444282560945e-05,0.349518953916378,0.469,0.153,0.937275489104081,"7","SNRPE"
"TMX1",6.93793664077226e-05,0.264285336909817,0.344,0.101,0.951468630915508,"7","TMX1"
"ZNHIT12",7.10476281949826e-05,0.444400693923421,0.688,0.27,0.974347173065992,"7","ZNHIT1"
"H2AFJ",7.19181560356021e-05,0.398534747960806,0.438,0.149,0.986285591872248,"7","H2AFJ"
"AKR7A2",7.22591639041209e-05,0.328984992857829,0.406,0.13,0.990962173781114,"7","AKR7A2"
"SFT2D11",7.25662819009752e-05,0.307233389664389,0.438,0.144,0.995173989989974,"7","SFT2D1"
"TMEM14C",7.2847621976882e-05,0.390226831959819,0.438,0.15,0.99903228779096,"7","TMEM14C"
"ADPGK",7.32376234669179e-05,0.357104338070334,0.344,0.103,1,"7","ADPGK"
"COX5B2",7.67489598497893e-05,0.424394444811654,0.938,0.498,1,"7","COX5B"
"MX1",7.72391581757421e-05,0.461081482073881,0.562,0.214,1,"7","MX1"
"CYTH41",7.82783962341808e-05,0.264872633027238,0.406,0.128,1,"7","CYTH4"
"COPE3",7.92996457583473e-05,0.546180425300906,0.906,0.432,1,"7","COPE"
"LGALS32",7.95871150856005e-05,0.26356182378602,0.625,0.242,1,"7","LGALS3"
"C7orf501",7.96583381466929e-05,0.287846446599498,0.469,0.158,1,"7","C7orf50"
"PFN14",7.9671771062875e-05,0.36001095791347,1,0.945,1,"7","PFN1"
"RHOG2",8.03768869941353e-05,0.536502069803719,0.781,0.386,1,"7","RHOG"
"UBE2A1",8.04175596679461e-05,0.45299656250763,0.375,0.12,1,"7","UBE2A"
"GSTO12",8.06654017437805e-05,0.318871951053643,0.719,0.287,1,"7","GSTO1"
"CHCHD5",8.09834885262246e-05,0.275452899403668,0.438,0.144,1,"7","CHCHD5"
"ARRDC11",8.10273122971659e-05,0.275331708072325,0.344,0.102,1,"7","ARRDC1"
"ARPC32",8.36380394241182e-05,0.72807062951464,0.969,0.815,1,"7","ARPC3"
"C19orf701",8.4112128449994e-05,0.366697821046526,0.594,0.219,1,"7","C19orf70"
"NRD1",8.58319109639551e-05,0.252670018883756,0.281,0.076,1,"7","NRD1"
"RNPEP1",8.59250213153263e-05,0.305498334199885,0.312,0.09,1,"7","RNPEP"
"GTF2A2",8.87729492307394e-05,0.256757740318565,0.5,0.17,1,"7","GTF2A2"
"LARP7",9.15658951611261e-05,0.343781706169866,0.312,0.091,1,"7","LARP7"
"MRPL14",9.28731213272483e-05,1.29210561394353,0.438,0.152,1,"7","MRPL14"
"NDUFS3",9.32425626661071e-05,0.325103078895624,0.469,0.162,1,"7","NDUFS3"
"ATP5G32",9.69822241444019e-05,0.530829743366084,0.906,0.426,1,"7","ATP5G3"
"ATIC",9.76137636735043e-05,0.310644113385605,0.312,0.089,1,"7","ATIC"
"PPIA2",9.81770584701923e-05,0.464104789350569,0.969,0.74,1,"7","PPIA"
"CHMP4B2",0.000109438017622484,0.339494790929501,0.5,0.173,1,"7","CHMP4B"
"DECR12",0.000112739370980575,0.39745323709727,0.5,0.183,1,"7","DECR1"
"PABPC11",0.000119592168603095,0.468582001126632,1,0.859,1,"7","PABPC1"
"KIAA1143",0.000127891045478528,0.334121155072914,0.25,0.066,1,"7","KIAA1143"
"ZFP362",0.000129835227756076,0.416946417184405,1,0.702,1,"7","ZFP36"
"PABPN1",0.000130607835040704,0.390170161399157,0.281,0.08,1,"7","PABPN1"
"SCNM1",0.000139186336484096,0.293969561597341,0.375,0.12,1,"7","SCNM1"
"CD41",0.000149166182536627,0.53324253816141,0.344,0.114,1,"7","CD4"
"SSRP1",0.000149626653867218,0.322437471184371,0.281,0.081,1,"7","SSRP1"
"VASP2",0.000150223211774574,0.320651735593761,0.688,0.27,1,"7","VASP"
"HSD17B10",0.000154750563699752,0.299961498612251,0.531,0.193,1,"7","HSD17B10"
"MSN3",0.000157080998321899,0.388844524577075,0.688,0.281,1,"7","MSN"
"MLF2",0.000163216596432975,0.380452456731263,0.406,0.138,1,"7","MLF2"
"SERPINB62",0.000171470649577813,0.423408367361997,0.5,0.19,1,"7","SERPINB6"
"SSB",0.000176799737633717,0.346480984225294,0.594,0.229,1,"7","SSB"
"YBX12",0.000181838534808587,0.520453392509477,1,0.815,1,"7","YBX1"
"CTA-29F11.1",0.000187849482511526,0.303271598089246,0.25,0.068,1,"7","CTA-29F11.1"
"XAF11",0.000192032608069496,0.434304971380397,0.562,0.207,1,"7","XAF1"
"FMNL11",0.000193104942301972,0.319218247659793,0.562,0.218,1,"7","FMNL1"
"IMPDH11",0.000201095715257289,0.360128755406378,0.281,0.083,1,"7","IMPDH1"
"SEP151",0.00020522072678086,0.824824556121094,0.719,0.292,1,"7","SEP15"
"ADI1",0.000208217031782676,0.315571600563393,0.438,0.155,1,"7","ADI1"
"TLN1",0.000208685222923125,0.311406199271297,0.375,0.124,1,"7","TLN1"
"MYADM1",0.000211970320710298,0.285106149359311,0.5,0.186,1,"7","MYADM"
"STAT6",0.000228248774573908,0.281881262059455,0.312,0.096,1,"7","STAT6"
"H3F3A2",0.000238691533431835,0.367926637810841,0.844,0.38,1,"7","H3F3A"
"C1orf432",0.000239422002033722,0.419229952600809,0.562,0.223,1,"7","C1orf43"
"CD300A2",0.000245037425591572,0.25460543572036,0.375,0.124,1,"7","CD300A"
"GNAS2",0.00025442799723582,0.470786476493349,0.688,0.295,1,"7","GNAS"
"RPL391",0.000259798553206592,0.460918998122592,0.625,0.271,1,"7","RPL39"
"RGS192",0.000262374969923209,0.344222671474479,0.656,0.266,1,"7","RGS19"
"CYCS1",0.000266168284660192,0.396406337429885,0.719,0.314,1,"7","CYCS"
"NOTCH2NL",0.000272503122027434,0.424286256806095,0.312,0.101,1,"7","NOTCH2NL"
"COX8A2",0.00028013512535482,0.609956854644017,0.812,0.382,1,"7","COX8A"
"TCF252",0.000288729202428198,0.273927986190297,0.656,0.25,1,"7","TCF25"
"RGS101",0.00028923585594079,0.569270298748307,0.812,0.412,1,"7","RGS10"
"PDIA61",0.000297364075188585,0.326681064995593,0.594,0.236,1,"7","PDIA6"
"UQCRFS12",0.000298863375530672,0.386055313884454,0.688,0.283,1,"7","UQCRFS1"
"LINC00493",0.000316207197963176,0.376138347010514,0.5,0.188,1,"7","LINC00493"
"MRPL3",0.000317682510278341,0.25708040354378,0.344,0.111,1,"7","MRPL3"
"GLIPR12",0.000317716033324598,0.266425836601722,0.531,0.204,1,"7","GLIPR1"
"FKBP1A2",0.000322973077286646,0.439990058680305,0.875,0.461,1,"7","FKBP1A"
"FAM177A1",0.000327604952443361,0.274253159926391,0.344,0.112,1,"7","FAM177A1"
"DEK",0.000328303139015203,0.272099633675248,0.594,0.226,1,"7","DEK"
"UROS",0.000331110336486351,0.288158238597459,0.344,0.113,1,"7","UROS"
"BAZ1A",0.000356727610135202,0.355530804850609,0.531,0.212,1,"7","BAZ1A"
"PTPN1",0.000359778442012221,0.328004218924179,0.25,0.072,1,"7","PTPN1"
"LCP13",0.000367560410262358,0.437670642524731,0.781,0.382,1,"7","LCP1"
"CD632",0.000370914096503085,0.364680562576548,0.75,0.34,1,"7","CD63"
"NENF",0.000372632768303916,0.389671337491744,0.406,0.147,1,"7","NENF"
"CKLF2",0.000386309166290328,0.431300785390847,0.531,0.212,1,"7","CKLF"
"MRPL271",0.000390374506886115,0.275567929929031,0.312,0.099,1,"7","MRPL27"
"RPN1",0.000405983566987134,0.258711403218098,0.344,0.114,1,"7","RPN1"
"TXN21",0.000412835560485294,0.268045816095245,0.438,0.16,1,"7","TXN2"
"PDHB",0.000429607401260369,0.322214002426822,0.406,0.145,1,"7","PDHB"
"FAM162A",0.000456183921444309,0.389524770904679,0.375,0.134,1,"7","FAM162A"
"NDUFV21",0.000461609503999707,0.345507134967267,0.656,0.277,1,"7","NDUFV2"
"SUB11",0.000465277607328375,0.335057851094659,0.688,0.297,1,"7","SUB1"
"CHCHD22",0.000476648462718823,0.433183391664263,1,0.71,1,"7","CHCHD2"
"WDR74",0.000480743944550154,0.275877124609922,0.312,0.101,1,"7","WDR74"
"LIPA",0.000487947939088009,0.278752853438725,0.312,0.101,1,"7","LIPA"
"DHRS4L2",0.000491955650161815,1.10095464050475,0.344,0.118,1,"7","DHRS4L2"
"FASTK",0.000492550491010235,0.258162622634155,0.25,0.073,1,"7","FASTK"
"EIF3K1",0.00051467184740821,0.705684038474111,1,0.739,1,"7","EIF3K"
"PPP2R3C",0.000522337265233789,0.26344876607363,0.25,0.074,1,"7","PPP2R3C"
"MRPL11",0.000535237357930063,0.510774885459958,0.406,0.155,1,"7","MRPL11"
"NR4A2",0.000559690357685062,0.55695500048475,0.469,0.198,1,"7","NR4A2"
"SRSF72",0.000561693756076985,0.827973647241058,0.844,0.481,1,"7","SRSF7"
"ATP5A1",0.000565713943003899,0.440267472324831,0.781,0.414,1,"7","ATP5A1"
"SLC25A52",0.000585707546796991,0.911321209615351,0.844,0.505,1,"7","SLC25A5"
"ANXA13",0.00059685585179693,0.994176055290167,0.938,0.589,1,"7","ANXA1"
"PTPLAD2",0.000600258469960113,0.355335436499604,0.281,0.091,1,"7","PTPLAD2"
"SEC61G",0.000635506600111667,0.293324521604936,0.344,0.118,1,"7","SEC61G"
"C9orf1422",0.000649582594613935,0.324604166847309,0.562,0.238,1,"7","C9orf142"
"ARHGAP4",0.000684957894289715,0.334762427640181,0.344,0.122,1,"7","ARHGAP4"
"MED28",0.000714505138621889,0.270344945096138,0.438,0.167,1,"7","MED28"
"MSRB12",0.000729558103942799,0.28698972241946,0.312,0.106,1,"7","MSRB1"
"PPIB2",0.000735334176842662,0.466952312256629,0.844,0.472,1,"7","PPIB"
"XRN2",0.00076498230669871,0.266428907255165,0.375,0.135,1,"7","XRN2"
"PDCD6",0.000773512491655505,0.304558019891015,0.656,0.287,1,"7","PDCD6"
"CCT8",0.00077374794773858,0.449324872547274,0.531,0.221,1,"7","CCT8"
"UBE2L63",0.00078318142974643,0.284711375133186,0.75,0.341,1,"7","UBE2L6"
"COX6A1P21",0.00078476670557027,0.347280262270001,0.469,0.186,1,"7","COX6A1P2"
"NDUFB31",0.000804762612266747,0.283105462793175,0.375,0.137,1,"7","NDUFB3"
"COX6A12",0.000804868393170927,0.313902233668284,0.938,0.475,1,"7","COX6A1"
"PRKAR1A",0.000819716391348274,0.344963363076891,0.438,0.172,1,"7","PRKAR1A"
"NDUFB51",0.000851634110494404,0.352598652648899,0.5,0.21,1,"7","NDUFB5"
"HADHB",0.000865702303972142,0.352145330512111,0.375,0.139,1,"7","HADHB"
"CHMP1B2",0.000893183643387751,0.339995445059058,0.594,0.257,1,"7","CHMP1B"
"NPC22",0.000900926786873921,0.747757461031044,0.812,0.413,1,"7","NPC2"
"BRD2",0.000952589671660633,0.297682921505686,0.406,0.154,1,"7","BRD2"
"GBAS",0.000969538300155327,0.259838770607759,0.281,0.092,1,"7","GBAS"
"TRAPPC12",0.00100806741706258,0.332614063373319,0.844,0.446,1,"7","TRAPPC1"
"ZNF511",0.00102612447149033,0.321818422617311,0.281,0.095,1,"7","ZNF511"
"OFD1",0.00105733810068951,0.31026452170338,0.281,0.093,1,"7","OFD1"
"DRAP12",0.00106020311184745,0.25418878649842,0.938,0.461,1,"7","DRAP1"
"C9orf89",0.00108106369056604,0.367063957934951,0.312,0.109,1,"7","C9orf89"
"ZDHHC12",0.00121781230263867,0.462358442480889,0.312,0.114,1,"7","ZDHHC12"
"EIF2AK2",0.00122896816686134,0.292446594743908,0.312,0.107,1,"7","EIF2AK2"
"C14orf21",0.00128493719240215,0.398327778619811,0.406,0.166,1,"7","C14orf2"
"HM13",0.00129509213614149,0.29482300503683,0.375,0.139,1,"7","HM13"
"C11orf313",0.00131188473593268,0.386615034171227,0.875,0.441,1,"7","C11orf31"
"ORMDL1",0.00134576210873578,0.310993790480298,0.469,0.186,1,"7","ORMDL1"
"MTDH",0.00139935154961154,0.351807039812843,0.625,0.272,1,"7","MTDH"
"ATP6V1F2",0.00151894916337317,0.336973903120404,0.781,0.368,1,"7","ATP6V1F"
"PSMB32",0.00153832718328403,0.410737382027238,0.781,0.378,1,"7","PSMB3"
"WAS1",0.00166851365261541,0.349343355824251,0.5,0.218,1,"7","WAS"
"SLC25A32",0.0016761606330086,0.662726191417947,0.906,0.521,1,"7","SLC25A3"
"CASP12",0.00175136436054685,0.410291895825501,0.594,0.268,1,"7","CASP1"
"H2AFV",0.00175263992110842,0.341553609230423,0.562,0.251,1,"7","H2AFV"
"TMED92",0.00178350970577537,0.293645220649497,0.562,0.249,1,"7","TMED9"
"SLC31A21",0.00181338146663306,0.41257632856303,0.25,0.087,1,"7","SLC31A2"
"LDHA2",0.00185621777481004,0.340223499903122,0.906,0.488,1,"7","LDHA"
"ACTR21",0.00188426079503415,0.466072643370921,0.438,0.19,1,"7","ACTR2"
"MRPL341",0.00188581345751754,0.306095663921404,0.469,0.192,1,"7","MRPL34"
"UCP22",0.00188749396622715,0.603506971171495,0.875,0.558,1,"7","UCP2"
"IDH22",0.00190889379174228,0.261289656869923,0.438,0.181,1,"7","IDH2"
"ATF41",0.00208251044371084,0.340826124611876,0.531,0.236,1,"7","ATF4"
"COX7B",0.00220196450891755,0.256977642698347,0.312,0.116,1,"7","COX7B"
"NR4A11",0.00224293500349643,0.468510099743849,0.281,0.106,1,"7","NR4A1"
"NDUFC2",0.00228738681216794,0.541486464460649,0.562,0.253,1,"7","NDUFC2"
"TPM32",0.00230214206200174,0.499100275061583,0.844,0.471,1,"7","TPM3"
"ISG152",0.00235542091707435,0.345443056915121,0.844,0.443,1,"7","ISG15"
"CHMP51",0.00239358971662404,0.52687605473226,0.5,0.218,1,"7","CHMP5"
"BLOC1S12",0.00242717633272296,0.334536043550358,0.625,0.309,1,"7","BLOC1S1"
"STARD7",0.00242867171424529,0.455506485700738,0.25,0.089,1,"7","STARD7"
"MCL11",0.00256318727611465,0.410736446310214,0.75,0.405,1,"7","MCL1"
"TPI13",0.0026091238021804,0.382338578197454,0.844,0.504,1,"7","TPI1"
"HNRNPC",0.00279106321441565,0.278186141815483,0.844,0.398,1,"7","HNRNPC"
"COX7A2L",0.00296994477715147,0.334827665435024,0.812,0.438,1,"7","COX7A2L"
"ENO12",0.00298231605622559,0.329189608434416,0.906,0.561,1,"7","ENO1"
"SNRPB2",0.00305120770209583,0.250918918378099,0.719,0.343,1,"7","SNRPB"
"FKBP2",0.00306239989149473,0.73595142343763,0.344,0.135,1,"7","FKBP2"
"CCT51",0.00322439793240588,0.726041205254001,0.438,0.183,1,"7","CCT5"
"NHP2",0.00327406546317469,0.251171769560979,0.531,0.235,1,"7","NHP2"
"ARPC52",0.00337634924546669,0.303571197279,0.844,0.524,1,"7","ARPC5"
"SCP21",0.00342119882340144,0.330959865699304,0.562,0.271,1,"7","SCP2"
"ATP5J",0.00362415614472779,0.767427456274933,0.625,0.291,1,"7","ATP5J"
"AHNAK2",0.00372689388539175,0.269087442884098,0.562,0.271,1,"7","AHNAK"
"CTSC3",0.00374231828449991,0.29103842914931,0.562,0.264,1,"7","CTSC"
"ACTR1A",0.0038111210900191,0.785845643300078,0.25,0.089,1,"7","ACTR1A"
"IFI62",0.00413522228481404,0.577611547893087,0.688,0.4,1,"7","IFI6"
"LAMTOR52",0.00441660896624321,0.275796614651489,0.594,0.276,1,"7","LAMTOR5"
"PLP21",0.00448881385227801,0.346597068879892,0.688,0.339,1,"7","PLP2"
"ATP5G21",0.00452576111518445,0.27262102709726,1,0.821,1,"7","ATP5G2"
"PKM1",0.00457536145923284,0.253182622439288,0.812,0.421,1,"7","PKM"
"CLTA2",0.00482920701929704,0.319796981580459,0.594,0.289,1,"7","CLTA"
"DNAJC8",0.00491876506735463,1.24698014734931,0.469,0.216,1,"7","DNAJC8"
"BRK12",0.00497477009437529,0.338234972421429,0.875,0.549,1,"7","BRK1"
"PSMD81",0.00519206196500787,0.396807283741778,0.594,0.297,1,"7","PSMD8"
